,uuid,account_amount_added_12_24m,account_days_in_dc_12_24m,account_days_in_rem_12_24m,account_days_in_term_12_24m,account_incoming_debt_vs_paid_0_24m,account_status,account_worst_status_0_3m,account_worst_status_12_24m,account_worst_status_3_6m,account_worst_status_6_12m,age,avg_payment_span_0_12m,avg_payment_span_0_3m,merchant_category,merchant_group,has_paid,max_paid_inv_0_12m,max_paid_inv_0_24m,name_in_email,num_active_div_by_paid_inv_0_12m,num_active_inv,num_arch_dc_0_12m,num_arch_dc_12_24m,num_arch_ok_0_12m,num_arch_ok_12_24m,num_arch_rem_0_12m,num_arch_written_off_0_12m,num_arch_written_off_12_24m,num_unpaid_bills,status_last_archived_0_24m,status_2nd_last_archived_0_24m,status_3rd_last_archived_0_24m,status_max_archived_0_6_months,status_max_archived_0_12_months,status_max_archived_0_24_months,recovery_debt,sum_capital_paid_account_0_12m,sum_capital_paid_account_12_24m,sum_paid_inv_0_12m,time_hours,worst_status_active_inv
8319,38b40641-d21a-45de-bf75-7c6880c74839,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,True,1790.0,1790.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1790,9.32666666666667,
8322,3521a10d-64d1-41fc-9016-58425b0eb54d,0,0.0,0.0,0.0,,,,,,,36,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.3666666666667,
8325,0c62cec8-289b-4c48-aecb-538f6d487ce1,0,,,,,,,,,,55,20.2222222222222,20.6666666666667,Youthful Shoes & Clothing,Clothing & Shoes,True,10690.0,10690.0,no_match,0.333333333333333,3,0,0,9,2,0,0.0,0.0,3,1,1,1,1,1,1,0,0,0,42585,8.78916666666667,1.0
8327,9b9a7420-1bfe-46b6-a34e-9c5cfdfdbe0c,0,,,,,,,,,,38,,,Diversified children products,Children Products,False,0.0,0.0,F+L,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,18.6722222222222,1.0
8328,7bacd872-f047-4410-a6b4-65dd30d1b261,0,0.0,0.0,0.0,,,,,,,37,,,Diversified entertainment,Entertainment,True,0.0,2195.0,F+L,,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,2,0,0,0,0,13.1094444444444,
8334,11ac77e9-8b6c-4aa5-93fd-06d91a06b0df,0,,,,,,,,,,31,35.5,,Diversified children products,Children Products,True,1890.0,40200.0,F+L,0.0,0,0,0,1,1,1,0.0,0.0,0,2,1,1,0,2,2,0,0,0,3175,18.1802777777778,
8336,9655807c-6114-408c-a0a6-5e5add74016b,0,,,,,,,,,,55,30.0,,Kitchenware,Home & Garden,True,26500.0,26500.0,L1+F,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,26500,13.8130555555556,
8341,275be98f-dffd-4905-9175-25054c717da7,0,0.0,0.0,0.0,,,,,,,38,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,L1+F,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,8.27194444444445,1.0
8343,a1830bdd-6807-463a-ba96-e0b854d30186,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.6966666666667,
8344,f4aa8bf9-55be-4d33-83a6-94bd85731438,0,,,,,,,,,,20,23.0,,Diversified entertainment,Entertainment,True,7180.0,11880.0,F+L,0.0,0,0,0,5,10,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,20512,15.3875,
8351,e11150ee-785b-4ad1-9f54-80226e511dd6,0,,,,,,,,,,27,20.0,20.0,Diversified entertainment,Entertainment,True,2735.0,2735.0,F+L,1.0,1,0,0,1,0,0,0.0,0.0,1,1,0,0,1,1,1,0,0,0,2735,10.8252777777778,1.0
8353,5a982de0-4dff-40d5-b42e-a414fdf270ff,0,0.0,0.0,0.0,,,,,,,63,,,Books & Magazines,Entertainment,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,23.3677777777778,
8358,a66deff6-d042-49ee-a4b1-5feec1e01e0c,0,0.0,0.0,0.0,,,,,,,53,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.0202777777778,
8363,139e5052-2100-48dd-9ba1-959ed47cb4e8,0,0.0,0.0,0.0,,,,,,,44,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.8938888888889,
8364,07df70e8-0249-4714-a523-2de0c4ffaf41,0,0.0,0.0,0.0,,,,,,,75,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.4277777777778,
8366,646dae77-f0c7-4450-8e31-b297eeaeb20b,0,0.0,0.0,0.0,,,,,,,66,,,Books & Magazines,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.5538888888889,
8373,080d971f-bc99-4f75-abb5-51fcf2567558,0,0.0,0.0,0.0,,,,,,,27,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,1910.0,F1+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,10.6286111111111,
8381,bfcbd7b4-a49b-40ab-9ed8-b1c837273f04,0,0.0,0.0,0.0,,,,,,,56,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.7725,
8382,dd97dc26-953d-4812-94a9-6c10d1f50611,0,0.0,0.0,0.0,,,,,,,61,,,Diversified entertainment,Entertainment,True,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.6738888888889,
8387,d59906e5-8dfc-4930-83f9-79e388b1a22d,0,,,,,,,,,,27,25.6,11.0,Electronic equipment & Related accessories,Electronics,True,8565.0,8565.0,Nick,0.2,1,0,0,4,1,1,0.0,0.0,1,1,1,2,2,2,2,0,0,0,23346,5.37416666666667,2.0
8391,e13347d9-50a7-4dff-ab24-d7a442c559d8,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.2969444444444,
8393,2ddee813-9ff2-4a81-afc6-01dae7d269e0,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,48,,,Youthful Shoes & Clothing,Clothing & Shoes,True,5500.0,5500.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,5500,14.4227777777778,
8395,5c03d881-836b-4c92-8589-17ba33d3fe4a,4960,0.0,0.0,0.0,0.32234692122463,1.0,1.0,1.0,1.0,1.0,58,,,Automotive Parts & Accessories,Automotive Products,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,3587,29735,0,12.5175,
8407,aa4f3214-4222-4f2c-84f3-b2ef5b905089,0,0.0,0.0,0.0,,,,,,,18,,,Dating services,Intangible products,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.14,
8408,bdb23173-60de-4afb-b2dc-3704dbd24ee5,0,,,,,,,,,,37,23.0,28.0,Pet supplies,Home & Garden,True,15515.0,15515.0,F+L,0.0,0,0,1,10,1,0,0.0,0.0,0,1,1,1,1,1,3,0,0,0,112723,16.9530555555556,
8411,c16ee2cd-5970-4786-8069-ad51903407fe,0,,,,,,,,,,46,19.75,13.75,Youthful Shoes & Clothing,Clothing & Shoes,True,14005.0,14005.0,F1+L,0.0833333333333333,1,0,0,9,5,3,0.0,0.0,1,1,1,1,1,2,2,0,0,0,97367,12.0966666666667,1.0
8413,d77e06ff-4873-41c6-8d50-2582a1d40fa2,0,,,,,,,,,,42,7.0,7.0,Diversified Health & Beauty products,Health & Beauty,True,10445.0,10445.0,L,1.0,1,0,0,1,0,0,0.0,0.0,1,1,0,0,1,1,1,0,0,0,10445,3.16444444444444,1.0
8415,ba11d236-b696-4207-9804-43b2ae5b27d5,0,0.0,0.0,0.0,,,,,,,48,,,Prescription optics,Health & Beauty,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.6361111111111,
8418,3825eaf6-7964-4de1-af5a-5d0c583ce355,0,0.0,0.0,0.0,,,,,,,30,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.19972222222222,
8419,2b644d78-e26a-42d2-a30a-06b4ffe6f44f,0,0.0,0.0,0.0,,,,,,,57,,,Automotive Parts & Accessories,Automotive Products,True,0.0,5823.0,no_match,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,9.27611111111111,
8420,cf9d5747-6aa0-4b7d-baff-b38b4698a049,0,,,,,,,,,,52,11.0,16.0,Personal care & Body improvement,Health & Beauty,True,30909.0,30909.0,Nick,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,34289,22.5861111111111,
8423,b2b26077-6d17-4132-86ed-9ecf111a2342,0,0.0,0.0,0.0,,,,,,,78,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.2261111111111,
8424,b05c3e01-6a81-4946-8f84-4494bb9e450d,3045,0.0,0.0,0.0,7.6010945576163e-05,1.0,1.0,1.0,1.0,1.0,47,,,Dating services,Intangible products,True,0.0,6100.0,F,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,8980,2989,0,23.5502777777778,
8425,a6369629-922a-4bdb-9f7e-4e65885d9e31,0,0.0,0.0,0.0,,,,,,,36,,,Diversified erotic material,Erotic Materials,True,10290.0,10290.0,no_match,,1,0,0,0,3,0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,10290,15.6205555555556,1.0
8428,3d73d2e4-9f7e-4104-86ca-37e38945bec4,0,0.0,0.0,0.0,,,,,,,21,,,Diversified entertainment,Entertainment,False,0.0,0.0,L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.4808333333333,
8433,634ac0f4-5531-4c4d-af7e-c077ddc61ea4,0,0.0,0.0,0.0,,,,,,,50,,,Books & Magazines,Entertainment,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.3277777777778,
8434,0ac8ed7d-fc63-4f6c-864f-bb241284a2a0,0,,,,,,,,,,19,43.0,,Diversified entertainment,Entertainment,True,2290.0,2290.0,F,1.0,1,0,0,0,1,1,0.0,0.0,1,2,1,0,2,2,2,0,0,0,2290,12.6758333333333,1.0
8437,97c2ebf0-ea58-4701-9aac-ff680afbdb74,0,0.0,0.0,0.0,,,,,,,62,,,Books & Magazines,Entertainment,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.7886111111111,
8446,3041fff8-c80c-4195-81ed-4dfe6fe91bca,0,0.0,0.0,0.0,,,,,,,60,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.0955555555556,
8455,5cc90c64-4add-4cfb-82ff-9b5da7e6690a,17652,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,37,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.2583333333333,
8456,3809dcec-13ae-4670-9c59-014afce4d23c,0,0.0,0.0,0.0,,,,,,,38,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.3136111111111,
8462,63c99d57-1cfd-40b2-a289-64d28697042c,116423,0.0,0.0,0.0,0.521626627086809,1.0,1.0,1.0,1.0,1.0,22,,,Diversified entertainment,Entertainment,True,0.0,10700.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,113117,35080,0,12.3830555555556,
8469,96c67507-f8d9-45d1-aeee-d65161524b94,0,0.0,0.0,0.0,,,,,,,35,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.3155555555556,
8473,b42bb667-da9a-4445-9a63-4a7fc78b798b,0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,18,,,Plants & Flowers,Home & Garden,True,0.0,11550.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.6705555555556,
8475,737cfa67-f467-45ec-9519-1786069761ec,0,0.0,0.0,0.0,,,,,,,35,,,Diversified entertainment,Entertainment,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.6788888888889,
8476,a0c631c5-438c-43d3-a353-4fc9a2b25ea8,0,0.0,0.0,0.0,,,,,,,18,,,Dietary supplements,Health & Beauty,False,0.0,0.0,no_match,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,14.4027777777778,1.0
8480,40d1064b-69d9-409f-9f1a-a7322ce3f9fe,0,0.0,0.0,0.0,,,,,,,76,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,0.0,9960.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,8.98388888888889,
8481,ec37fea5-5ef1-4efc-838d-0e0943eccd19,0,0.0,0.0,0.0,,,,,,,28,,,Diversified children products,Children Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.3027777777778,
8482,7a8944b1-44e9-4cd5-9746-006c69e0a297,0,,,,,,,,,,32,,,Diversified entertainment,Entertainment,True,0.0,3385.0,F+L,,0,0,0,0,3,0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0.4225,
8484,c36df2d1-3532-48fe-866b-65ae37cf3b57,0,0.0,0.0,0.0,,,,,,,61,,,Dietary supplements,Health & Beauty,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.5108333333333,
8490,0c089c84-abe4-41c3-a77d-524fa3581893,0,,,,,,,,,,26,18.0,,Diversified entertainment,Entertainment,True,10266.0,10266.0,no_match,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,10266,10.2897222222222,
8496,a6173496-76c8-4496-9c40-fd0aa00878dd,0,0.0,0.0,0.0,,,,,,,69,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.5630555555556,
8499,ca7663f1-5aee-4b93-92b6-3e3854bb0c55,0,,,,,,,,,,55,17.0,,Diversified entertainment,Entertainment,True,1990.0,3485.0,F+L,0.0,0,0,0,1,1,0,0.0,0.0,0,1,1,2,0,1,2,0,0,0,1990,8.73222222222222,
8502,81e80d50-7288-44b2-8f04-de9749d7cb8f,0,0.0,0.0,0.0,,,,,,,49,,,Fragrances,Health & Beauty,True,0.0,40395.0,no_match,,0,0,0,0,5,0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,12.5583333333333,
8507,39e9f33b-7532-4b48-9a86-5c7359b49acc,26091,0.0,0.0,0.0,0.509048630067738,1.0,1.0,1.0,1.0,1.0,50,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,6170.0,Nick,,1,0,0,0,3,0,0.0,0.0,2,1,1,1,0,0,2,0,38432,7850,0,16.9405555555556,1.0
8511,646300f9-099d-44d9-841b-4f12a7ce6f19,0,0.0,0.0,0.0,,,,,,,56,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.47388888888889,
8512,1df931c3-2997-4d8a-b95a-3c10619744e6,0,,,,,,,,,,24,7.0,7.0,Diversified Health & Beauty products,Health & Beauty,True,8860.0,8860.0,L1+F,0.5,1,0,0,2,0,0,0.0,0.0,1,1,1,0,1,1,1,0,0,0,17150,21.7405555555556,1.0
8518,3c1d9bd2-a5c5-460e-9cb6-1b2401e9c087,0,,,,,,,,,,22,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.8566666666667,
8521,718db475-16cd-4262-8acd-7d0c3946b4bf,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,27,,,Diversified entertainment,Entertainment,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,11565,0,0,14.1577777777778,
8522,63805907-917d-4916-8028-aff391361cb4,0,0.0,0.0,0.0,,,,,,,24,,,Diversified entertainment,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.2755555555556,
8523,47ba64dc-8fca-42de-850a-f2b30e2afe2a,0,0.0,0.0,0.0,,,,,,,20,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.9808333333333,
8527,cd2eac7f-814b-4392-b45d-738f296b8bea,0,,,,,,,,,,26,20.0,,Diversified entertainment,Entertainment,True,14290.0,14290.0,no_match,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,14290,17.9125,
8528,b7ffeacb-cdab-4354-b987-8b921974ca78,0,0.0,0.0,0.0,,,,,,,29,,,Prints & Photos,"Leisure, Sport & Hobby",True,0.0,3210.0,F+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,13.0186111111111,
8529,34529397-e31f-4691-a458-4b52fba5eb8e,0,0.0,0.0,0.0,,,,,,,28,0.0,0.0,Diversified entertainment,Entertainment,True,0.0,0.0,no_match,1.0,2,0,0,0,0,0,,,2,0,0,0,0,0,0,0,0,0,0,20.7902777777778,1.0
8533,e8f1fff4-fd0e-44fc-88e5-8b8340dc3c49,0,0.0,0.0,0.0,2.57565789473684,2.0,2.0,,1.0,1.0,21,,,Diversified entertainment,Entertainment,True,3990.0,3990.0,no_match,,0,0,0,0,0,0,,,4,0,0,0,0,0,0,0,2535,0,7010,7.06027777777778,
8534,c4b4122b-e852-4605-bdae-e576c4e6d7f1,0,0.0,122.0,34.0,0.0,1.0,1.0,3.0,1.0,2.0,37,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,16703.0,L1+F,,0,0,2,0,1,0,0.0,0.0,0,3,3,1,0,0,3,0,3085,11377,0,8.54916666666667,
8536,c5ae4b7a-b0dc-4fcc-b9bd-dc99f32fa932,0,0.0,0.0,0.0,,,,,,,67,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.3838888888889,
8539,c2498224-22b6-4c4f-b42c-e85466df1a47,0,,,,,,,,,,35,20.0,,Youthful Shoes & Clothing,Clothing & Shoes,True,8055.0,8249.0,Nick,0.0,0,0,0,2,9,0,0.0,0.0,0,1,1,1,0,1,1,0,0,0,12425,15.2761111111111,
8541,7a6399c0-00b1-4ddf-bd8f-d12a37661e8d,0,0.0,0.0,0.0,,,,,,,20,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.0744444444444,
8543,6654333b-ca97-48a4-8dd6-39c9ee528cdd,0,,,,,,,,,,28,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.7052777777778,
8545,c9cfd3f4-e718-4c21-816f-a7438745971d,0,0.0,0.0,0.0,,,,,,,47,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.0419444444444,
8546,48917f26-ebc7-46ee-b19c-15215a2f3516,0,0.0,0.0,0.0,,,,,,,41,,,Children toys,Children Products,True,0.0,10144.0,F1+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,21.0363888888889,
8549,eab4b9ab-a4e3-45fe-85d5-7fe5de64f785,0,0.0,0.0,0.0,0.0027517886626307,1.0,1.0,1.0,1.0,1.0,59,,,Diversified Jewelry & Accessories,Jewelry & Accessories,True,1000.0,1980.0,Nick,,0,0,0,0,1,0,0.0,0.0,1,1,0,0,0,0,1,0,6184,0,1000,21.1277777777778,
8552,0cd472a1-11b4-499a-b47f-325540120b37,0,0.0,0.0,0.0,,1.0,1.0,,,,54,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,21.3958333333333,
8555,9034046a-b76c-4c17-9307-9bd068a7c877,0,0.0,0.0,0.0,,,,,,,49,,,General Shoes & Clothing,Clothing & Shoes,True,0.0,12285.0,no_match,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,15.5563888888889,
8558,9eee963c-713b-4f42-91bb-643e8608677d,0,0.0,0.0,0.0,3.16242424242424,2.0,2.0,,2.0,2.0,25,,,Diversified Health & Beauty products,Health & Beauty,True,0.0,0.0,F1+L,,1,0,0,0,0,0,,,8,0,0,0,0,0,0,0,240,0,0,3.60138888888889,1.0
8564,dc56ff47-6b21-4a2f-b6b1-71cab48d8b22,0,,,,,,,,,,20,,,Dietary supplements,Health & Beauty,False,0.0,0.0,no_match,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,22.0375,
8565,e40b3239-3832-4919-a1ea-8b3882e82777,0,,,,,,,,,,43,15.1111111111111,13.0,Diversified entertainment,Entertainment,True,111944.0,111944.0,F+L,0.0,0,0,0,8,0,1,0.0,0.0,0,1,1,1,1,2,2,0,0,0,135770,16.1127777777778,
8569,2f8e83fc-dd52-4fba-bf8a-02caad9e8fb7,0,,,,,,,,,,37,50.5454545454545,25.5,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,13080.0,13080.0,F1+L,0.0625,1,3,6,3,6,5,0.0,0.0,1,1,1,1,3,3,3,0,0,0,78695,15.8019444444444,1.0
8571,4c492b13-d5cc-44c1-a656-6ae9bdbd758a,0,0.0,0.0,0.0,,,,,,,72,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.22111111111111,
8576,3cb058d9-e1b9-4735-9767-e5717becb1ea,0,0.0,0.0,0.0,,,,,,,36,,,Furniture,Home & Garden,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.9961111111111,
8590,bdb8023e-96af-4799-b443-ef40132b1d78,0,,,,,,,,,,30,17.5833333333333,12.0,Hobby articles,"Leisure, Sport & Hobby",True,71180.0,71180.0,F1+L,0.0540540540540541,2,0,0,32,8,4,0.0,0.0,2,1,1,1,2,2,2,0,0,0,296058,14.3841666666667,1.0
8592,ea419f2d-30a1-46ae-a8cc-288148a540ba,0,,,,,,,,,,21,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,3320.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,14.1036111111111,
8596,7a6c478a-ae33-4f0e-abb8-c37bf2957bfc,0,,,,,,,,,,41,23.0,,Youthful Shoes & Clothing,Clothing & Shoes,True,11290.0,11290.0,F+L,0.0,0,0,0,1,2,1,0.0,0.0,0,1,2,1,1,2,2,0,0,0,19929,15.785,
8597,b37e397b-9a62-4450-b3cc-e115f64880ee,0,,,,,,,,,,19,23.0,23.0,Body & Hair Care,Health & Beauty,True,24395.0,24395.0,F+L,2.0,2,0,0,1,1,0,0.0,0.0,2,1,1,2,1,1,2,0,0,0,24395,19.5613888888889,1.0
8600,603c3461-4eee-4e03-8523-0e81cbfa5ba8,17451,0.0,9.0,0.0,0.497900763358779,1.0,1.0,2.0,1.0,2.0,23,,,Automotive Parts & Accessories,Automotive Products,True,0.0,1000.0,no_match,,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,8658,2131,0,11.5441666666667,
8601,d5e2ea9f-5537-4de4-a1ae-a1a14c7082be,0,0.0,0.0,0.0,,,,,,,27,,,Books & Magazines,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,10.1925,
8602,2671f6b8-590a-43a6-acf2-f9a3b8b0e587,0,,,,,,,,,,27,26.0,10.0,Diversified erotic material,Erotic Materials,True,16325.0,41400.0,no_match,0.0,0,0,0,1,5,1,0.0,0.0,0,1,2,1,1,2,2,0,0,0,26039,12.6786111111111,
8604,fd6a7287-a69a-4fd2-b683-3f8c10b339d5,5286,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,32,31.0,31.0,Youthful Shoes & Clothing,Clothing & Shoes,True,290.0,290.0,L1+F,2.0,2,0,0,0,0,0,,,2,0,0,0,0,0,0,0,6985,0,290,17.275,2.0
8605,1bf01f18-25dd-4f9e-b919-afb73f911592,0,,,,,,,,,,18,23.0,,General Shoes & Clothing,Clothing & Shoes,True,7190.0,7190.0,F+L,0.0,0,0,0,1,0,1,0.0,0.0,0,1,2,0,1,2,2,0,0,0,12943,9.33638888888889,
8609,fa4e81aa-271e-48f1-9c98-3b3a14abb088,0,0.0,0.0,0.0,,,,,,,53,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.7413888888889,
8610,55d5efa9-a9a7-449b-ae15-3b306672a3a4,0,,,,,,,,,,47,20.0,,Dietary supplements,Health & Beauty,True,8055.0,8055.0,F+L,0.0,0,0,0,2,2,1,0.0,0.0,0,2,1,1,0,2,2,0,0,0,16010,17.23,
8615,16de4f45-4b3d-40b0-9b78-4c710e77e1e4,0,0.0,0.0,0.0,,,,,,,31,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.5169444444444,
8621,01862bd9-f1b9-44c3-b178-87360167f979,0,0.0,0.0,0.0,,,,,,,21,,,Diversified entertainment,Entertainment,True,0.0,14500.0,L1+F,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,6.49472222222222,
8624,07c93c81-f969-4cfb-80c7-bcb4eb09fdba,12595,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,25,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,5490.0,F+L,,1,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,9205,0,0,9.605,1.0
